league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes
FRA-Ligue 1,1819,Bordeaux,2018-12-05 Bordeaux-Saint-Étienne,2018-12-05,19:00:00,Matchweek 16,Wed,Home,W,3,2,Saint-Étienne,46,23375,Benoît Costil,4-2-3-1,4-2-3-1,Clément Turpin,/en/matches/87e22009/Bordeaux-Saint-Etienne-December-5-2018-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2018-12-23 Bordeaux-Amiens,2018-12-23,17:00:00,Matchweek 19,Sun,Home,D,1,1,Amiens,51,23343,Benoît Costil,4-3-3,4-2-3-1,Mikael Lesage,/en/matches/d6f30ea4/Bordeaux-Amiens-December-23-2018-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-01-12 Nice-Bordeaux,2019-01-12,20:00:00,Matchweek 20,Sat,Away,L,0,1,Nice,51,15191,Benoît Costil,4-3-3,4-3-3,Nicolas Rainville,/en/matches/b12ea9b4/Nice-Bordeaux-January-12-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-01-15 Angers-Bordeaux,2019-01-15,19:00:00,Matchweek 17,Tue,Away,W,2,1,Angers,50,10836,Benoît Costil,4-2-3-1,4-3-3,Eric Wattellier,/en/matches/af7e6fd8/Angers-Bordeaux-January-15-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-01-20 Bordeaux-Dijon,2019-01-20,19:00:00,Matchweek 21,Sun,Home,W,1,0,Dijon,70,13380,Benoît Costil,4-2-3-1,4-2-3-1,Johan Hamel,/en/matches/7d493ca9/Bordeaux-Dijon-January-20-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-01-26 Strasbourg-Bordeaux,2019-01-26,20:00:00,Matchweek 22,Sat,Away,L,0,1,Strasbourg,49,25214,Benoît Costil,4-3-3,3-5-1-1,Florent Batta,/en/matches/d16cad7d/Strasbourg-Bordeaux-January-26-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-02-05 Marseille-Bordeaux,2019-02-05,19:00:00,Matchweek 18,Tue,Away,L,0,1,Marseille,35,,Benoît Costil,4-2-3-1,4-4-2,Jérôme Brisard,/en/matches/7b1cc762/Marseille-Bordeaux-February-5-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-02-09 Paris Saint-Germain-Bordeaux,2019-02-09,17:00:00,Matchweek 24,Sat,Away,L,0,1,Paris Saint-Germain,35,47274,Benoît Costil,4-2-3-1,4-4-2,Ruddy Buquet,/en/matches/6d484bb1/Paris-Saint-Germain-Bordeaux-February-9-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-02-17 Bordeaux-Toulouse,2019-02-17,15:00:00,Matchweek 25,Sun,Home,W,2,1,Toulouse,42,19332,Benoît Costil,4-2-3-1,4-2-3-1,Hakim Ben El Hadj Salem,/en/matches/6d485043/Bordeaux-Toulouse-February-17-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-02-20 Bordeaux-Guingamp,2019-02-20,19:00:00,Matchweek 23,Wed,Home,D,0,0,Guingamp,64,14527,Benoît Costil,4-2-3-1,4-2-3-1,Willy Delajod,/en/matches/594c8866/Bordeaux-Guingamp-February-20-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-02-24 Nantes-Bordeaux,2019-02-24,15:00:00,Matchweek 26,Sun,Away,L,0,1,Nantes,57,21910,Benoît Costil,4-2-3-1,4-3-3,Nicolas Rainville,/en/matches/cd6efee9/Nantes-Bordeaux-February-24-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-03-05 Bordeaux-Montpellier,2019-03-05,19:00:00,Matchweek 27,Tue,Home,L,1,2,Montpellier,62,14522,Benoît Costil,4-2-3-1,3-4-3,Jérôme Brisard,/en/matches/2b32e7be/Bordeaux-Montpellier-March-5-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-03-09 Monaco-Bordeaux,2019-03-09,20:00:00,Matchweek 28,Sat,Away,D,1,1,Monaco,42,8042,Benoît Costil,4-2-3-1,4-2-3-1,François Letexier,/en/matches/21e4e8be/Monaco-Bordeaux-March-9-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-03-17 Bordeaux-Rennes,2019-03-17,17:00:00,Matchweek 29,Sun,Home,D,1,1,Rennes,48,19807,Benoît Costil,3-4-3,4-4-2,Eric Wattellier,/en/matches/3b6bac4c/Bordeaux-Rennes-March-17-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-03-31 Amiens-Bordeaux,2019-03-31,15:00:00,Matchweek 30,Sun,Away,D,0,0,Amiens,46,11765,Benoît Costil,4-4-1-1,4-4-2,Mikael Lesage,/en/matches/120d1f11/Amiens-Bordeaux-March-31-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-04-05 Bordeaux-Marseille,2019-04-05,20:45:00,Matchweek 31,Fri,Home,W,2,0,Marseille,35,34152,Benoît Costil,4-2-3-1,4-2-3-1,Hakim Ben El Hadj Salem,/en/matches/f7b17a5f/Bordeaux-Marseille-April-5-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-04-14 Saint-Étienne-Bordeaux,2019-04-14,17:00:00,Matchweek 32,Sun,Away,L,0,3,Saint-Étienne,50,33935,Benoît Costil,3-4-3,3-4-3,Ruddy Buquet,/en/matches/6a8b98ba/Saint-Etienne-Bordeaux-April-14-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-04-20 Nîmes-Bordeaux,2019-04-20,20:00:00,Matchweek 33,Sat,Away,L,1,2,Nîmes,60,17092,Benoît Costil,3-4-3,4-4-2,Florent Batta,/en/matches/f2d6766b/Nimes-Bordeaux-April-20-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-04-26 Bordeaux-Lyon,2019-04-26,20:45:00,Matchweek 34,Fri,Home,L,2,3,Lyon,37,27455,Benoît Costil,3-4-3,4-2-3-1,Benoît Bastien,/en/matches/948885e4/Bordeaux-Lyon-April-26-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-05-04 Bordeaux-Angers,2019-05-04,20:00:00,Matchweek 35,Sat,Home,L,0,1,Angers,63,18584,Benoît Costil,4-4-2,4-1-4-1,Nicolas Rainville,/en/matches/03a115fb/Bordeaux-Angers-May-4-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-05-12 Lille-Bordeaux,2019-05-12,17:00:00,Matchweek 36,Sun,Away,L,0,1,Lille,52,41413,Benoît Costil,4-1-4-1,4-3-3,Mikael Lesage,/en/matches/3cc4f538/Lille-Bordeaux-May-12-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-05-18 Bordeaux-Reims,2019-05-18,21:00:00,Matchweek 37,Sat,Home,L,0,1,Reims,66,14247,Jaroslav Plašil,4-1-4-1,4-2-3-1,Eric Wattellier,/en/matches/6ff8910c/Bordeaux-Reims-May-18-2019-Ligue-1,
FRA-Ligue 1,1819,Bordeaux,2019-05-24 Caen-Bordeaux,2019-05-24,21:05:00,Matchweek 38,Fri,Away,W,1,0,Caen,62,19355,Jaroslav Plašil,3-4-3,4-4-2,Clément Turpin,/en/matches/f91dc064/Caen-Bordeaux-May-24-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-08-12 Paris Saint-Germain-Caen,2018-08-12,21:00:00,Matchweek 1,Sun,Away,L,0,3,Paris Saint-Germain,34,47289,Prince Oniangué,4-3-3,4-3-3,Benoît Bastien,/en/matches/ed566f34/Paris-Saint-Germain-Caen-August-12-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-08-18 Caen-Nice,2018-08-18,20:00:00,Matchweek 2,Sat,Home,D,1,1,Nice,37,16132,Prince Oniangué,4-3-3,4-3-3,Eric Wattellier,/en/matches/8e87e498/Caen-Nice-August-18-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-08-25 Nantes-Caen,2018-08-25,20:00:00,Matchweek 3,Sat,Away,D,1,1,Nantes,35,19674,Prince Oniangué,4-2-3-1,4-3-3,Hakim Ben El Hadj Salem,/en/matches/801ccb61/Nantes-Caen-August-25-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-09-01 Dijon-Caen,2018-09-01,20:00:00,Matchweek 4,Sat,Away,W,2,0,Dijon,38,13382,Prince Oniangué,4-2-3-1,4-2-3-1,Nicolas Rainville,/en/matches/51e156ae/Dijon-Caen-September-1-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-09-15 Caen-Lyon,2018-09-15,17:00:00,Matchweek 5,Sat,Home,D,2,2,Lyon,31,17676,Prince Oniangué,4-2-3-1,4-2-3-1,Johan Hamel,/en/matches/c67de862/Caen-Lyon-September-15-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-09-22 Saint-Étienne-Caen,2018-09-22,20:00:00,Matchweek 6,Sat,Away,L,1,2,Saint-Étienne,46,23895,Prince Oniangué,4-3-3,4-2-3-1,Ruddy Buquet,/en/matches/826586d6/Saint-Etienne-Caen-September-22-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-09-26 Caen-Montpellier,2018-09-26,19:00:00,Matchweek 7,Wed,Home,D,2,2,Montpellier,51,14402,Prince Oniangué,4-2-3-1,5-3-2,Antony Gautier,/en/matches/b90092b0/Caen-Montpellier-September-26-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-09-29 Caen-Amiens,2018-09-29,20:00:00,Matchweek 8,Sat,Home,W,1,0,Amiens,52,15007,Prince Oniangué,4-4-2,4-2-3-1,Benoît Bastien,/en/matches/c6e02856/Caen-Amiens-September-29-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-10-07 Marseille-Caen,2018-10-07,17:00:00,Matchweek 9,Sun,Away,L,0,2,Marseille,40,55935,Prince Oniangué,4-2-3-1,4-2-3-1,Benoît Millot,/en/matches/f13d4e01/Marseille-Caen-October-7-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-10-20 Caen-Guingamp,2018-10-20,20:00:00,Matchweek 10,Sat,Home,D,0,0,Guingamp,61,16009,Prince Oniangué,4-2-3-1,5-4-1,Hakim Ben El Hadj Salem,/en/matches/4210903c/Caen-Guingamp-October-20-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-10-27 Lille-Caen,2018-10-27,20:00:00,Matchweek 11,Sat,Away,L,0,1,Lille,42,33362,Prince Oniangué,4-3-3,4-2-3-1,Florent Batta,/en/matches/a1f18e1f/Lille-Caen-October-27-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-11-03 Caen-Rennes,2018-11-03,20:00:00,Matchweek 12,Sat,Home,L,1,2,Rennes,55,17284,Prince Oniangué,4-2-3-1,4-1-4-1,Amaury Delerue,/en/matches/63276e1b/Caen-Rennes-November-3-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-11-11 Bordeaux-Caen,2018-11-11,15:00:00,Matchweek 13,Sun,Away,D,0,0,Bordeaux,44,15352,Prince Oniangué,4-2-3-1,4-3-3,Nicolas Rainville,/en/matches/622ecbd6/Bordeaux-Caen-November-11-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-11-24 Caen-Monaco,2018-11-24,20:00:00,Matchweek 14,Sat,Home,L,0,1,Monaco,46,15013,Prince Oniangué,4-4-2,4-2-3-1,Thomas Léonard,/en/matches/276f7058/Caen-Monaco-November-24-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-12-01 Angers-Caen,2018-12-01,20:00:00,Matchweek 15,Sat,Away,D,1,1,Angers,56,8523,Prince Oniangué,5-3-2,3-5-2,Willy Delajod,/en/matches/011e8eb6/Angers-Caen-December-1-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-12-05 Caen-Nîmes,2018-12-05,19:00:00,Matchweek 16,Wed,Home,L,1,2,Nîmes,46,14501,Prince Oniangué,3-1-4-2,4-3-3,Florent Batta,/en/matches/f7b78d94/Caen-Nimes-December-5-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-12-09 Strasbourg-Caen,2018-12-09,15:00:00,Matchweek 17,Sun,Away,D,2,2,Strasbourg,38,25048,Prince Oniangué,4-1-4-1,3-5-2,Olivier Thual,/en/matches/a22b4e8b/Strasbourg-Caen-December-9-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-12-18 Caen-Toulouse,2018-12-18,19:30:00,Matchweek 18,Tue,Home,W,2,1,Toulouse,47,11631,Prince Oniangué,4-2-3-1,3-4-3,Antony Gautier,/en/matches/e0fea74c/Caen-Toulouse-December-18-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2018-12-22 Reims-Caen,2018-12-22,21:00:00,Matchweek 19,Sat,Away,D,2,2,Reims,35,11017,Fayçal Fajr,4-2-3-1,4-2-3-1,Jérôme Miguelgorry,/en/matches/7f959be3/Reims-Caen-December-22-2018-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-01-11 Caen-Lille,2019-01-11,19:00:00,Matchweek 20,Fri,Home,L,1,3,Lille,57,16018,Fayçal Fajr,4-2-3-1,4-2-3-1,Thomas Léonard,/en/matches/2bfe33f3/Caen-Lille-January-11-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-01-20 Caen-Marseille,2019-01-20,17:00:00,Matchweek 21,Sun,Home,L,0,1,Marseille,40,19607,Fayçal Fajr,4-2-3-1,4-2-3-1,Franck Schneider,/en/matches/617049b4/Caen-Marseille-January-20-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-01-27 Montpellier-Caen,2019-01-27,15:00:00,Matchweek 22,Sun,Away,L,0,2,Montpellier,48,11001,Fayçal Fajr,4-2-3-1,3-4-1-2,Hakim Ben El Hadj Salem,/en/matches/7baec3a3/Montpellier-Caen-January-27-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-02-09 Amiens-Caen,2019-02-09,20:00:00,Matchweek 24,Sat,Away,L,0,1,Amiens,47,9373,Fayçal Fajr,4-3-3,4-4-2,Eric Wattellier,/en/matches/7f453a3f/Amiens-Caen-February-9-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-02-13 Caen-Nantes,2019-02-13,19:30:00,Matchweek 23,Wed,Home,L,0,1,Nantes,60,16627,Prince Oniangué,4-2-3-1,3-4-1-2,Willy Delajod,/en/matches/0d1cb0b0/Caen-Nantes-February-13-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-02-17 Caen-Strasbourg,2019-02-17,15:00:00,Matchweek 25,Sun,Home,D,0,0,Strasbourg,47,14290,Prince Oniangué,5-3-2,5-3-2,Thomas Léonard,/en/matches/e230539c/Caen-Strasbourg-February-17-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-02-24 Toulouse-Caen,2019-02-24,15:00:00,Matchweek 26,Sun,Away,D,1,1,Toulouse,42,20439,Prince Oniangué,4-2-3-1,4-1-4-1,François Letexier,/en/matches/45595c97/Toulouse-Caen-February-24-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-03-02 Caen-Paris Saint-Germain,2019-03-02,17:00:00,Matchweek 27,Sat,Home,L,1,2,Paris Saint-Germain,28,20076,Prince Oniangué,4-1-4-1,4-4-2,Hakim Ben El Hadj Salem,/en/matches/4b01df7c/Caen-Paris-Saint-Germain-March-2-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-03-10 Rennes-Caen,2019-03-10,17:00:00,Matchweek 28,Sun,Away,L,1,3,Rennes,43,23676,Fayçal Fajr,4-1-4-1,4-2-3-1,Benoît Millot,/en/matches/1c59f12b/Rennes-Caen-March-10-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-03-16 Caen-Saint-Étienne,2019-03-16,20:00:00,Matchweek 29,Sat,Home,L,0,5,Saint-Étienne,47,18276,Fayçal Fajr,4-1-4-1,4-2-3-1,Florent Batta,/en/matches/7b5fcebe/Caen-Saint-Etienne-March-16-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-03-31 Monaco-Caen,2019-03-31,15:00:00,Matchweek 30,Sun,Away,W,1,0,Monaco,33,7031,Fayçal Fajr,4-1-4-1,4-2-3-1,Ruddy Buquet,/en/matches/169b95cd/Monaco-Caen-March-31-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-04-06 Nîmes-Caen,2019-04-06,20:00:00,Matchweek 31,Sat,Away,L,0,2,Nîmes,50,12183,Prince Oniangué,3-4-1-2,4-1-4-1,Olivier Thual,/en/matches/18d344e5/Nimes-Caen-April-6-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-04-13 Caen-Angers,2019-04-13,20:00:00,Matchweek 32,Sat,Home,L,0,1,Angers,49,17175,Prince Oniangué,4-2-3-1,4-3-3,Jeremy Stinat,/en/matches/1f3d473c/Caen-Angers-April-13-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-04-20 Nice-Caen,2019-04-20,20:00:00,Matchweek 33,Sat,Away,W,1,0,Nice,36,17092,Prince Oniangué,4-3-3,4-3-3,Jérôme Miguelgorry,/en/matches/a0a12160/Nice-Caen-April-20-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-04-28 Caen-Dijon,2019-04-28,15:00:00,Matchweek 34,Sun,Home,W,1,0,Dijon,51,19004,Fayçal Fajr,4-2-3-1,4-3-3,Antony Gautier,/en/matches/3a839d93/Caen-Dijon-April-28-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-05-04 Guingamp-Caen,2019-05-04,20:00:00,Matchweek 35,Sat,Away,D,0,0,Guingamp,36,16879,Fayçal Fajr,4-4-2,4-3-3,Jérôme Brisard,/en/matches/af626aee/Guingamp-Caen-May-4-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-05-11 Caen-Reims,2019-05-11,20:00:00,Matchweek 36,Sat,Home,W,3,2,Reims,43,18339,Fayçal Fajr,4-2-3-1,4-1-4-1,Johan Hamel,/en/matches/34d45867/Caen-Reims-May-11-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-05-18 Lyon-Caen,2019-05-18,21:00:00,Matchweek 37,Sat,Away,L,0,4,Lyon,40,51408,Fayçal Fajr,4-2-3-1,4-2-3-1,Amaury Delerue,/en/matches/9530a0a3/Lyon-Caen-May-18-2019-Ligue-1,
FRA-Ligue 1,1819,Caen,2019-05-24 Caen-Bordeaux,2019-05-24,21:05:00,Matchweek 38,Fri,Home,L,0,1,Bordeaux,38,19355,Fayçal Fajr,4-4-2,3-4-3,Clément Turpin,/en/matches/f91dc064/Caen-Bordeaux-May-24-2019-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-08-11 Montpellier-Dijon,2018-08-11,20:00:00,Matchweek 1,Sat,Away,W,2,1,Montpellier,46,12765,Júlio Tavares,3-4-3,3-4-3,Florent Batta,/en/matches/002eb19a/Montpellier-Dijon-August-11-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-08-18 Dijon-Nantes,2018-08-18,20:00:00,Matchweek 2,Sat,Home,W,2,0,Nantes,32,13617,Júlio Tavares,4-2-3-1,4-2-3-1,Jeremy Stinat,/en/matches/b4404fb6/Dijon-Nantes-August-18-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-08-25 Nice-Dijon,2018-08-25,20:00:00,Matchweek 3,Sat,Away,W,4,0,Nice,44,17923,Júlio Tavares,4-2-3-1,4-3-3,Willy Delajod,/en/matches/8cfb6876/Nice-Dijon-August-25-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-09-01 Dijon-Caen,2018-09-01,20:00:00,Matchweek 4,Sat,Home,L,0,2,Caen,62,13382,Júlio Tavares,4-2-3-1,4-2-3-1,Nicolas Rainville,/en/matches/51e156ae/Dijon-Caen-September-1-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-09-15 Dijon-Angers,2018-09-15,20:00:00,Matchweek 5,Sat,Home,L,1,3,Angers,61,12275,Júlio Tavares,4-2-3-1,4-3-3,Hakim Ben El Hadj Salem,/en/matches/12f2cf99/Dijon-Angers-September-15-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-09-22 Reims-Dijon,2018-09-22,20:00:00,Matchweek 6,Sat,Away,D,0,0,Reims,58,11523,Júlio Tavares,3-5-1-1,4-2-3-1,Jérôme Brisard,/en/matches/a87cd7c7/Reims-Dijon-September-22-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-09-26 Dijon-Lyon,2018-09-26,19:00:00,Matchweek 7,Wed,Home,L,0,3,Lyon,52,14651,Júlio Tavares,3-5-2,4-3-3,Jérôme Miguelgorry,/en/matches/d36add50/Dijon-Lyon-September-26-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-09-29 Strasbourg-Dijon,2018-09-29,20:00:00,Matchweek 8,Sat,Away,L,0,3,Strasbourg,51,25060,Júlio Tavares,3-4-3,3-4-1-2,Eric Wattellier,/en/matches/e7139b66/Strasbourg-Dijon-September-29-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-10-06 Amiens-Dijon,2018-10-06,20:00:00,Matchweek 9,Sat,Away,L,0,1,Amiens,58,10194,Romain Amalfitano,4-2-3-1,4-2-3-1,Florent Batta,/en/matches/0140822a/Amiens-Dijon-October-6-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-10-20 Dijon-Lille,2018-10-20,20:00:00,Matchweek 10,Sat,Home,L,1,2,Lille,57,13004,Romain Amalfitano,4-3-3,4-2-3-1,Thomas Léonard,/en/matches/4d8bec2d/Dijon-Lille-October-20-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-10-27 Monaco-Dijon,2018-10-27,20:00:00,Matchweek 11,Sat,Away,D,2,2,Monaco,53,7139,Romain Amalfitano,4-1-4-1,4-3-2-1,Jérôme Miguelgorry,/en/matches/18916f9c/Monaco-Dijon-October-27-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-11-03 Dijon-Nîmes,2018-11-03,20:00:00,Matchweek 12,Sat,Home,L,0,4,Nîmes,72,12113,Júlio Tavares,4-1-4-1,4-4-2,Franck Schneider,/en/matches/31c0adcf/Dijon-Nimes-November-3-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-11-11 Marseille-Dijon,2018-11-11,17:00:00,Matchweek 13,Sun,Away,L,0,2,Marseille,45,47430,Júlio Tavares,4-3-3,3-4-3,Willy Delajod,/en/matches/e92663cd/Marseille-Dijon-November-11-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-11-24 Dijon-Bordeaux,2018-11-24,20:00:00,Matchweek 14,Sat,Home,D,0,0,Bordeaux,50,12285,Júlio Tavares,4-2-3-1,4-3-3,François Letexier,/en/matches/24b9e52b/Dijon-Bordeaux-November-24-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-12-02 Toulouse-Dijon,2018-12-02,15:00:00,Matchweek 15,Sun,Away,D,2,2,Toulouse,64,10279,Júlio Tavares,4-4-1-1,4-2-3-1,Jérôme Miguelgorry,/en/matches/812f6af1/Toulouse-Dijon-December-2-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-12-05 Dijon-Guingamp,2018-12-05,19:00:00,Matchweek 16,Wed,Home,W,2,1,Guingamp,57,11711,Júlio Tavares,4-2-3-1,4-2-3-1,Thomas Léonard,/en/matches/29e1a215/Dijon-Guingamp-December-5-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-12-08 Rennes-Dijon,2018-12-08,20:00:00,Matchweek 17,Sat,Away,L,0,2,Rennes,49,16975,Romain Amalfitano,3-4-3,4-4-1-1,Nicolas Rainville,/en/matches/2ab6962a/Rennes-Dijon-December-8-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2018-12-22 Saint-Étienne-Dijon,2018-12-22,21:00:00,Matchweek 19,Sat,Away,L,0,3,Saint-Étienne,49,26215,Júlio Tavares,4-3-3,3-4-3,Eric Wattellier,/en/matches/b7b9774b/Saint-Etienne-Dijon-December-22-2018-Ligue-1,
FRA-Ligue 1,1819,Dijon,2019-01-13 Dijon-Montpellier,2019-01-13,17:00:00,Matchweek 20,Sun,Home,D,1,1,Montpellier,41,11910,Júlio Tavares,4-3-3,3-4-1-2,Benoît Bastien,/en/matches/e60b1718/Dijon-Montpellier-January-13-2019-Ligue-1,
FRA-Ligue 1,1819,Dijon,2019-01-20 Bordeaux-Dijon,2019-01-20,19:00:00,Matchweek 21,Sun,Away,L,0,1,Bordeaux,30,13380,Júlio Tavares,4-2-3-1,4-2-3-1,Johan Hamel,/en/matches/7d493ca9/Bordeaux-Dijon-January-20-2019-Ligue-1,
FRA-Ligue 1,1819,Dijon,2019-01-26 Dijon-Monaco,2019-01-26,20:00:00,Matchweek 22,Sat,Home,W,2,0,Monaco,45,12060,Júlio Tavares,4-2-3-1,3-5-2,Eric Wattellier,/en/matches/038b6a22/Dijon-Monaco-January-26-2019-Ligue-1,
FRA-Ligue 1,1819,Dijon,2019-02-02 Angers-Dijon,2019-02-02,20:00:00,Matchweek 23,Sat,Away,L,0,1,Angers,56,8451,Júlio Tavares,4-4-1-1,4-3-3,Florent Batta,/en/matches/34d963b4/Angers-Dijon-February-2-2019-Ligue-1,
FRA-Ligue 1,1819,Dijon,2019-02-08 Dijon-Marseille,2019-02-08,20:45:00,Matchweek 24,Fri,Home,L,1,2,Marseille,41,15095,Júlio Tavares,4-3-3,4-2-3-1,Thomas Léonard,/en/matches/da4a3dd0/Dijon-Marseille-February-8-2019-Ligue-1,
FRA-Ligue 1,1819,Dijon,2019-02-15 Nîmes-Dijon,2019-02-15,19:00:00,Matchweek 25,Fri,Away,L,0,2,Nîmes,52,12703,Júlio Tavares,4-4-2◆,4-4-2,Jérôme Miguelgorry,/en/matches/375cdae2/Nimes-Dijon-February-15-2019-Ligue-1,
FRA-Ligue 1,1819,Dijon,2019-02-22 Dijon-Saint-Étienne,2019-02-22,19:00:00,Matchweek 26,Fri,Home,L,0,1,Saint-Étienne,44,13511,Júlio Tavares,4-2-3-1,3-4-1-2,Karim Abed,/en/matches/fcec5d43/Dijon-Saint-Etienne-February-22-2019-Ligue-1,
FRA-Ligue 1,1819,Dijon,2019-03-03 Lille-Dijon,2019-03-03,15:00:00,Matchweek 27,Sun,Away,L,0,1,Lille,43,32722,Júlio Tavares,5-3-2,4-2-3-1,Olivier Thual,/en/matches/b5a84661/Lille-Dijon-March-3-2019-Ligue-1,
FRA-Ligue 1,1819,Dijon,2019-03-09 Dijon-Reims,2019-03-09,20:00:00,Matchweek 28,Sat,Home,D,1,1,Reims,35,12317,Wesley Lautoa,4-2-3-1,4-2-3-1,Florent Batta,/en/matches/490d67c5/Dijon-Reims-March-9-2019-Ligue-1,
FRA-Ligue 1,1819,Dijon,2019-03-12 Dijon-Paris Saint-Germain,2019-03-12,19:00:00,Matchweek 18,Tue,Home,L,0,4,Paris Saint-Germain,38,15117,Wesley Lautoa,5-3-2,3-5-2,Jérôme Miguelgorry,/en/matches/ff3b045c/Dijon-Paris-Saint-Germain-March-12-2019-Ligue-1,
FRA-Ligue 1,1819,Dijon,2019-03-16 Guingamp-Dijon,2019-03-16,20:00:00,Matchweek 29,Sat,Away,L,0,1,Guingamp,49,15834,Wesley Lautoa,4-3-3,4-4-1-1,Mikael Lesage,/en/matches/7111c550/Guingamp-Dijon-March-16-2019-Ligue-1,
FRA-Ligue 1,1819,Dijon,2019-03-31 Dijon-Nice,2019-03-31,15:00:00,Matchweek 30,Sun,Home,L,0,1,Nice,52,12345,Wesley Lautoa,4-4-2,4-3-3,Nicolas Rainville,/en/matches/77f266b6/Dijon-Nice-March-31-2019-Ligue-1,
